id,Disctrict,AC,Block,Panchayat,,"""Village Name""",Habitation Name,Source Type,Source Type Category Location,Location,Type,Scheme Name
547,Madhubani,Harlakhi,BENIPATTI,MANDAUR,13,Village Name,MANDAUR,Shallow tubewell,Ground Water,Ramlakhan Mukhya S/O Palat Mukhya,HandPump,MLA QUOTA- BENIPATTI- 2(0005511802)
548,Madhubani,Harlakhi,BENIPATTI,MANDAUR,14,Village Name,MANDAUR,Shallow tubewell,Ground Water,Ramashish Kamat Ke Ghar Ke Niket,HandPump,MLA QUOTA- BENIPATTI- 2(0005511802)
549,Madhubani,Harlakhi,BENIPATTI,MANDAUR,15,Village Name,MANDAUR,Shallow tubewell,Ground Water,B,HandPump,NC/PC BENIPATTI(0006534357)
550,Madhubani,Harlakhi,BENIPATTI,MANDAUR,16,Village Name,MANDAUR,Shallow tubewell,Ground Water,A,HandPump,NC/PC BENIPATTI(0006534357)
551,Madhubani,Harlakhi,BENIPATTI,MANDAUR,17,Village Name,MANDAUR,Shallow tubewell,Ground Water,M.S. DURGAULI,HandPump,SCHOOL T/W- BENIPATTI- 1(0006252770)
552,Madhubani,Harlakhi,BENIPATTI,MANDAUR,18,Village Name,MANDAUR,Shallow tubewell,Ground Water,P.S. MANPAUR,HandPump,SCHOOL T/W- BENIPATTI- 2(0006255139)
553,Madhubani,Harlakhi,BENIPATTI,MANDAUR,19,Village Name,MANDAUR,Shallow tubewell,Ground Water,P.S. GAIVIPUR,HandPump,SCHOOL T/W- BENIPATTI- 2(0006255139)
554,Madhubani,Harlakhi,BENIPATTI,MANDAUR,20,Village Name,MANDAUR,Shallow tubewell,Ground Water,M.S Manpur,HandPump,SCHOOL T/W- BENIPATTI- 3(0006255444)
555,Madhubani,Harlakhi,BENIPATTI,MANDAUR,21,Village Name,MANDAUR,Deep tubewell,Ground Water,T/W 1,HandPump,Spot Source Scheme 2(0007086483)
556,Madhubani,Harlakhi,BENIPATTI,MANDAUR,22,Village Name,MANDAUR,Deep tubewell,Ground Water,N.P.S. YADAV TOL DURGAULI EAST,HandPump,SPOT SOURCES(0002721675)
557,Madhubani,Harlakhi,BENIPATTI,MANDAUR,23,Village Name,MANDAUR,Deep tubewell,Ground Water,P.S. MANPAUR,HandPump,SPOT SOURCES(0002721676)
558,Madhubani,Harlakhi,BENIPATTI,MANDAUR,24,Village Name,MANDAUR,Deep tubewell,Ground Water,P.S. GAIVIPUR,HandPump,SPOT SOURCES(0002721678)
559,Madhubani,Harlakhi,BENIPATTI,MANDAUR,25,Village Name,MANDAUR,Deep tubewell,Ground Water,M.S. DURGAULI,HandPump,SPOT SOURCES(0002721679)
560,Madhubani,Harlakhi,BENIPATTI,MANDAUR,26,Village Name,MANDAUR,Deep tubewell,Ground Water,Non Mandatory,HandPump,Spot Sourse(0001979134)
561,Madhubani,Harlakhi,BENIPATTI,MANDAUR,27,Village Name,MANDAUR,Shallow tubewell,Ground Water,SR NIRANJAN JHA,HandPump,SUHTAIPNABLE NEW IN PLACE OF OLD T/W BENIPATTI(0006682204)
562,Madhubani,Harlakhi,BENIPATTI,MANDAUR,28,Village Name,MANDAUR,Shallow tubewell,Ground Water,Trilok Nath Mishra,HandPump,SUHTAIPNABLE NEW IN PLACE OF OLD T/W BENIPATTI- 3(0006134747)
563,Madhubani,Harlakhi,MADHWAPUR,BASUKI BIHARI SJH,1,Village Name,BABNI PATTI,Shallow tubewell,Ground Water,Road Side Me,HandPump,NC/PC MADHWAPUR- 1(0005705390)
564,Madhubani,Harlakhi,MADHWAPUR,BASUKI BIHARI SJH,2,Village Name,BABNI PATTI,Shallow tubewell,Ground Water,P.S Babhnipatti,HandPump,SCHOOL T/W- MADHWAPUR- 2(0006179995)
565,Madhubani,Harlakhi,MADHWAPUR,BASUKI BIHARI SJH,3,Village Name,BABNI PATTI,Deep tubewell,Ground Water,Sadak Kinar Me,HandPump,Shyam Mishra(0000046286)
566,Madhubani,Harlakhi,MADHWAPUR,BASUKI BIHARI SJH,4,Village Name,DURGAPATTI,Shallow tubewell,Ground Water,Manoj Mandal Ghar Ke Pas Basuki,HandPump,MLA QOUTA- MADHWAPUR- 1(0006376823)
567,Madhubani,Harlakhi,MADHWAPUR,BASUKI BIHARI SJH,5,Village Name,DURGAPATTI,Shallow tubewell,Ground Water,Abdesh Misra S/O Buddev Misra Ke Ghar Ke Pas,HandPump,MLA QOUTA- MADHWAPUR- 1(0006376823)
568,Madhubani,Harlakhi,MADHWAPUR,BASUKI BIHARI SJH,6,Village Name,DURGAPATTI,Shallow tubewell,Ground Water,Raj Kumar Singh Darw aje Ke Niket,HandPump,MLA QUOTA- MADHWAPUR- 1(0005274413)
569,Madhubani,Harlakhi,MADHWAPUR,BASUKI BIHARI SJH,7,Village Name,DURGAPATTI,Shallow tubewell,Ground Water,N.P.S Lalapatti,HandPump,SCHOOL T/W- MADHWAPUR(0006179891)
570,Madhubani,Harlakhi,MADHWAPUR,BASUKI BIHARI SJH,8,Village Name,DURGAPATTI,Shallow tubewell,Ground Water,M.S Basuki,HandPump,SCHOOL T/W- MADHWAPUR(0006179891)
571,Madhubani,Harlakhi,MADHWAPUR,BASUKI BIHARI SJH,9,Village Name,DURGAPATTI,Shallow tubewell,Ground Water,P.S Jankinagar,HandPump,SCHOOL T/W- MADHWAPUR- 2(0006179995)
572,Madhubani,Harlakhi,MADHWAPUR,BASUKI BIHARI SJH,10,Village Name,DURGAPATTI,Shallow tubewell,Ground Water,P.S Hanumannagar,HandPump,SCHOOL T/W- MADHWAPUR- 2(0006179995)
573,Madhubani,Harlakhi,MADHWAPUR,BASUKI BIHARI SJH,11,Village Name,DURGAPATTI,Shallow tubewell,Ground Water,P.S Durgapatti,HandPump,SCHOOL T/W- MADHWAPUR- 2(0006179995)
574,Madhubani,Harlakhi,MADHWAPUR,BASUKI BIHARI SJH,12,Village Name,DURGAPATTI,Shallow tubewell,Ground Water,P.S Brahampuri,HandPump,SCHOOL T/W- MADHWAPUR- 2(0006179995)
575,Madhubani,Harlakhi,MADHWAPUR,BASUKI BIHARI SJH,13,Village Name,DURGAPATTI,Deep tubewell,Ground Water,Non Mandatory,HandPump,Spot Source(0002684861)
576,Madhubani,Harlakhi,MADHWAPUR,BASUKI BIHARI SJH,14,Village Name,DURGAPATTI,Deep tubewell,Ground Water,Non Mandatory,HandPump,Spot Sourse(0001980218)
577,Madhubani,Harlakhi,MADHWAPUR,BASUKI BIHARI SJH,15,Village Name,DURGAPATTI,Shallow tubewell,Ground Water,Ramsobhit Mandal,HandPump,SUHTAIPNABLE NEW IN PLACE OF OLD T/W MADHWAPUR(0006351784)
578,Madhubani,Harlakhi,MADHWAPUR,BASUKI BIHARI SJH,16,Village Name,DURGAPATTI,Shallow tubewell,Ground Water,Sokhi Sahni Brahampuri,HandPump,SUHTAIPNABLE NEW IN PLACE OF OLD T/W MADHWAPUR(0006351784)
579,Madhubani,Harlakhi,MADHWAPUR,BASUKI BIHARI SJH,17,Village Name,DURGAPATTI,Shallow tubewell,Ground Water,NARAYAN YADAV,HandPump,SUHTAIPNABLE NEW IN PLACE OF OLD T/W MADHWAPUR(0006682296)
580,Madhubani,Harlakhi,MADHWAPUR,BASUKI BIHARI SJH,18,Village Name,DURGAPATTI,Shallow tubewell,Ground Water,SAMUDAYIK BHAWAN,HandPump,SUSTABABLE MADHWAPUR(0006499061)
581,Madhubani,Harlakhi,MADHWAPUR,BASUKI BIHARI SJH,19,Village Name,DURGAPATTI,Shallow tubewell,Ground Water,WASISTH MARAR,HandPump,SUSTABABLE MADHWAPUR(0006499061)
582,Madhubani,Harlakhi,MADHWAPUR,BASUKI BIHARI SJH,20,Village Name,KHARAD TOL,Deep tubewell,Ground Water,Nc/Pc Scheme For Madhw apur Block,SPOT,Nc/Pc Scheme For Madhw apur Block(0004563477)
583,Madhubani,Harlakhi,MADHWAPUR,BASUKI BIHARI SJH,21,Village Name,KHARAD TOL,Shallow tubewell,Ground Water,P.S Balba Mushari Kharaj Tol,HandPump,SCHOOL T/W- MADHWAPUR- 2(0006179995)
584,Madhubani,Harlakhi,HARLAKHI,BEATA PARSA,1,Village Name,BEATA,Shallow tubewell,Ground Water,Road Side Me,HandPump,NC/PC HARLAKHI(0005699573)
585,Madhubani,Harlakhi,HARLAKHI,BEATA PARSA,2,Village Name,BEATA,Deep tubewell,Ground Water,P.S.BETA PARSA URDU,HandPump,Spot Source(0002717446)
586,Madhubani,Harlakhi,HARLAKHI,BEATA PARSA,3,Village Name,BEATA,Deep tubewell,Ground Water,Non Mandatory,HandPump,Spot Sourse(0001968949)
587,Madhubani,Harlakhi,HARLAKHI,BEATA PARSA,4,Village Name,BEATA PARSA,Shallow tubewell,Ground Water,Aw c137,HandPump,Anganw ari Harlakhi Block(0005454584)
588,Madhubani,Harlakhi,HARLAKHI,BEATA PARSA,5,Village Name,BEATA PARSA,Shallow tubewell,Ground Water,Aw c136,HandPump,Anganw ari Harlakhi Block(0005454584)
589,Madhubani,Harlakhi,HARLAKHI,BEATA PARSA,6,Village Name,BEATA PARSA,Shallow tubewell,Ground Water,Aw c138,HandPump,Anganw ari Harlakhi Block(0005454584)
590,Madhubani,Harlakhi,HARLAKHI,BEATA PARSA,7,Village Name,BEATA PARSA,Shallow tubewell,Ground Water,Chaudhary Das S/O Mat Narayan Das Ghar Ke Pas,HandPump,MLA QOUTA- HARLAKHI- 1(0006387490)
591,Madhubani,Harlakhi,HARLAKHI,BEATA PARSA,8,Village Name,BEATA PARSA,Shallow tubewell,Ground Water,Ram Shital Mandal S/O Mahendra Mandal Ghar Ke Pas,HandPump,MLA QOUTA- HARLAKHI- 1(0006387490)
592,Madhubani,Harlakhi,HARLAKHI,BEATA PARSA,9,Village Name,BEATA PARSA,Shallow tubewell,Ground Water,Nur Alam Uraf Lal S/O Soaib Ghar Ke Pas,HandPump,MLA QOUTA- HARLAKHI- 1(0006387490)
593,Madhubani,Harlakhi,HARLAKHI,BEATA PARSA,10,Village Name,BEATA PARSA,Shallow tubewell,Ground Water,Anit Kumar Mandal S/O Ramshibhit Mandal Ward No-7,HandPump,MLA QUOTA- HARLAKHI- 4(0005688771)
594,Madhubani,Harlakhi,HARLAKHI,BEATA PARSA,11,Village Name,BEATA PARSA,Shallow tubewell,Ground Water,Mithilesh Kumar Das S/O Kamaldev Das Ward No-4,HandPump,MLA QUOTA- HARLAKHI- 4(0005688771)
595,Madhubani,Harlakhi,HARLAKHI,BEATA PARSA,12,Village Name,BEATA PARSA,Shallow tubewell,Ground Water,Devnarayan Mandal S/O Ramchandar Mandal Ward No-7,HandPump,MLA QUOTA- HARLAKHI- 4(0005688771)
596,Madhubani,Harlakhi,HARLAKHI,BEATA PARSA,13,Village Name,BEATA PARSA,Shallow tubewell,Ground Water,Gori Shankar Thakur S/O Mahesh Thakur Ward No-6,HandPump,MLA QUOTA- HARLAKHI- 4(0005688771)
597,Madhubani,Harlakhi,HARLAKHI,BEATA PARSA,14,Village Name,BEATA PARSA,Shallow tubewell,Ground Water,P.S.Beta Parsa Urdu,HandPump,SCHOOL T/W- HARLAKHI- 2(0006206012)
598,Madhubani,Harlakhi,HARLAKHI,BEATA PARSA,15,Village Name,BEATA PARSA,Shallow tubewell,Ground Water,M.S. Hurrahi,HandPump,SCHOOL T/W- HARLAKHI- 2(0006206012)
599,Madhubani,Harlakhi,HARLAKHI,BEATA PARSA,16,Village Name,BEATA PARSA,Shallow tubewell,Ground Water,U.M.S Hat Parsa,HandPump,SCHOOL T/W- HARLAKHI- 2(0006206012)
600,Madhubani,Harlakhi,HARLAKHI,BEATA PARSA,17,Village Name,BEATA PARSA,Shallow tubewell,Ground Water,P.S Beta Parsa Das Tol,HandPump,SCHOOL T/W- HARLAKHI- 2(0006206012)
601,Madhubani,Harlakhi,HARLAKHI,BEATA PARSA,18,Village Name,BEATA PARSA,Deep tubewell,Ground Water,Non Mandatory,HandPump,Spot Source(0002674981)
602,Madhubani,Harlakhi,HARLAKHI,BEATA PARSA,19,Village Name,BEATA PARSA,Deep tubewell,Ground Water,P.S.Beta Parsa Urdu,HandPump,Spot Source(0002716618)
603,Madhubani,Harlakhi,HARLAKHI,BEATA PARSA,20,Village Name,BEATA PARSA,Deep tubewell,Ground Water,U.P.S. Hat Parsa,HandPump,Spot Source(0002717455)
604,Madhubani,Harlakhi,HARLAKHI,BEATA PARSA,21,Village Name,BEATA PARSA,Deep tubewell,Ground Water,Non Mandatory,HandPump,Spot Sourse(0001968949)
605,Madhubani,Harlakhi,HARLAKHI,BEATA PARSA,22,Village Name,BEATA PARSA,Shallow tubewell,Ground Water,Mushari,HandPump,SUHTAIPMABLE NEW IN PLACE OF OLD HARLAKHI(0005819891)
606,Madhubani,Harlakhi,HARLAKHI,BEATA PARSA,23,Village Name,BEATA PARSA,Shallow tubewell,Ground Water,Hat Par,HandPump,SUHTAIPMABLE NEW IN PLACE OF OLD HARLAKHI(0005819891)
607,Madhubani,Harlakhi,HARLAKHI,BEATA PARSA,24,Village Name,SEKH TOLI,Shallow tubewell,Ground Water,Abdul Subhan S/O Afjal Husain Ward No-3,HandPump,MLA QUOTA- HARLAKHI- 4(0005688771)
608,Madhubani,Harlakhi,HARLAKHI,BEATA PARSA,25,Village Name,SEKH TOLI,Shallow tubewell,Ground Water,N.P.S.RERIYAHI TOL,HandPump,SCHOOL T/W- HARLAKHI- 2(0006206012)
609,Madhubani,Harlakhi,HARLAKHI,BEATA PARSA,26,Village Name,SEKH TOLI,Deep tubewell,Ground Water,N.P.S.RERIYAHI TOL,HandPump,Spot Source(0002717450)
610,Madhubani,Harlakhi,HARLAKHI,BEATA PARSA,27,Village Name,SEKH TOLI,Deep tubewell,Ground Water,N.P.S.RERIYAHI TOL,HandPump,Spot Source(0002717456)
611,Madhubani,Harlakhi,HARLAKHI,BEATA PARSA,28,Village Name,SEKH TOLI,Deep tubewell,Ground Water,Non Mandatory,HandPump,Spot Source(0004044451)
612,Madhubani,Harlakhi,HARLAKHI,BEATA PARSA,29,Village Name,GIDRAHI,Shallow tubewell,Ground Water,P.S.Gidrahi,HandPump,SCHOOL T/W- HARLAKHI- 2(0006206012)
613,Madhubani,Harlakhi,HARLAKHI,BEATA PARSA,30,Village Name,GIDRAHI,Deep tubewell,Ground Water,P.S.Gidrahi,HandPump,Spot Source(0002717452)
614,Madhubani,Harlakhi,HARLAKHI,BEATA PARSA,31,Village Name,GIDRAHI,Deep tubewell,Ground Water,P.S.BETA PARSA DASTOL,HandPump,Spot Source(0002717453)
615,Madhubani,Harlakhi,HARLAKHI,BEATA PARSA,32,Village Name,GIDRAHI,Deep tubewell,Ground Water,P.S.Gidrahi,HandPump,Spot Source(0002717457)
616,Madhubani,Harlakhi,HARLAKHI,BEATA PARSA,33,Village Name,GIDRAHI,Deep tubewell,Ground Water,Non Mandatory,HandPump,Spot Sourse(0001968949)
617,Madhubani,Harlakhi,HARLAKHI,BEATA PARSA,34,Village Name,HURRAHI,Deep tubewell,Ground Water,Road Side Me,HandPump,Hand Pump Scheme(0004690566)
618,Madhubani,Harlakhi,HARLAKHI,BEATA PARSA,35,Village Name,HURRAHI,Shallow tubewell,Ground Water,Shyam Mandal S/O Lalo Mandal Ghar Ke Pas,HandPump,MLA QOUTA- HARLAKHI- 1(0006387490)
619,Madhubani,Harlakhi,HARLAKHI,BEATA PARSA,36,Village Name,HURRAHI,Shallow tubewell,Ground Water,Shital Ram S/O Sr Ramlakhan Ram Ghar Ke Pas,HandPump,MLC QOUTA HARLAKHI(0006393775)
620,Madhubani,Harlakhi,HARLAKHI,BEATA PARSA,37,Village Name,HURRAHI,Shallow tubewell,Ground Water,B,HandPump,NC/PC HARLAKHI(0006534908)
621,Madhubani,Harlakhi,HARLAKHI,BEATA PARSA,38,Village Name,HURRAHI,Shallow tubewell,Ground Water,A,HandPump,NC/PC HARLAKHI(0006534908)
622,Madhubani,Harlakhi,HARLAKHI,BEATA PARSA,39,Village Name,HURRAHI,Deep tubewell,Ground Water,Nc/Pc Scheme For Harlakhi Block,SPOT,Nc/Pc Scheme For Harlakhi Block(0004563149)
623,Madhubani,Harlakhi,HARLAKHI,BEATA PARSA,40,Village Name,HURRAHI,Deep tubewell,Ground Water,T/W 1,HandPump,Spot Source Scheme 3(0007086586)
624,Madhubani,Harlakhi,HARLAKHI,BEATA PARSA,41,Village Name,REARIYAHI,Shallow tubewell,Ground Water,Vinod Kumar Mahto S/O Devnandan Mahto Ghar Ke Pas,HandPump,MLA QOUTA- HARLAKHI- 1(0006387490)
625,Madhubani,Harlakhi,HARLAKHI,BEATA PARSA,42,Village Name,REARIYAHI,Shallow tubewell,Ground Water,B,HandPump,NC/PC HARLAKHI(0006534908)
626,Madhubani,Harlakhi,HARLAKHI,BEATA PARSA,43,Village Name,REARIYAHI,Shallow tubewell,Ground Water,A,HandPump,NC/PC HARLAKHI(0006534908)
627,Madhubani,Harlakhi,HARLAKHI,BEATA PARSA,44,Village Name,REARIYAHI,Deep tubewell,Ground Water,Non Mandatory,HandPump,Spot Source(0004044525)
628,Madhubani,Harlakhi,MADHWAPUR,SAHAR,1,Village Name,BASBARIA,Deep tubewell,Ground Water,Saharghath North Mini Pw ss Electric,PWS,Mini Pipe Water Sapply Scheme Electric(0004914649)
629,Madhubani,Harlakhi,MADHWAPUR,SAHAR,2,Village Name,BASBARIA,Shallow tubewell,Ground Water,Jagdev Yadav S/O Anoop Yadav,HandPump,MLA QUOTA- MADHWAPUR- 2(0005275005)
630,Madhubani,Harlakhi,MADHWAPUR,SAHAR,3,Village Name,BASBARIA,Shallow tubewell,Ground Water,Sadak Kinare,HandPump,NC/PC MADHWAPUR- 2(0005705584)
631,Madhubani,Harlakhi,MADHWAPUR,SAHAR,4,Village Name,BASBARIA,Shallow tubewell,Ground Water,Road Side Me,HandPump,NC/PC MADHWAPUR- 2(0005705584)
632,Madhubani,Harlakhi,MADHWAPUR,SAHAR,5,Village Name,BASBARIA,Shallow tubewell,Ground Water,Musahri Me,HandPump,NC/PC MADHWAPUR- 2(0005705584)
633,Madhubani,Harlakhi,MADHWAPUR,SAHAR,6,Village Name,BASBARIA,Shallow tubewell,Ground Water,Saharghath North Mini Pw ss Electric,HandPump,NC/PC MADHWAPUR- 2(0005705584)
634,Madhubani,Harlakhi,MADHWAPUR,SAHAR,7,Village Name,BASBARIA,Shallow tubewell,Ground Water,Saharghath North Mini Pw ss Electric,HandPump,NC/PC MADHWAPUR- 2(0005705584)
635,Madhubani,Harlakhi,MADHWAPUR,SAHAR,8,Village Name,BASBARIA,Shallow tubewell,Ground Water,A,HandPump,PC MADHWAPUR(0006535370)
636,Madhubani,Harlakhi,MADHWAPUR,SAHAR,9,Village Name,BASBARIA,Deep tubewell,Ground Water,Non Mandatory,HandPump,Spot Source(0002684841)
637,Madhubani,Harlakhi,MADHWAPUR,SAHAR,10,Village Name,BASBARIA,Deep tubewell,Ground Water,Non Mandatory,HandPump,Spot Sourse(0001980079)
638,Madhubani,Harlakhi,MADHWAPUR,BALBA,1,Village Name,AKAHA,Shallow tubewell,Ground Water,Mushari Me,HandPump,NC/PC MADHWAPUR- 1(0005705390)
639,Madhubani,Harlakhi,MADHWAPUR,BALBA,2,Village Name,AKAHA,Shallow tubewell,Ground Water,Samudaek Bhw an,HandPump,NC/PC MADHWAPUR- 1(0005705390)
640,Madhubani,Harlakhi,MADHWAPUR,BALBA,3,Village Name,AKAHA,Shallow tubewell,Ground Water,Schook Ke Pas,HandPump,NC/PC MADHWAPUR- 1(0005705390)
641,Madhubani,Harlakhi,MADHWAPUR,BALBA,4,Village Name,AKAHA,Shallow tubewell,Ground Water,Mushari Me,HandPump,NC/PC MADHWAPUR- 1(0005705390)
642,Madhubani,Harlakhi,MADHWAPUR,BALBA,5,Village Name,AKAHA,Deep tubewell,Ground Water,Sarak Kinare,HandPump,Ram Chandra Mahto(0000046255)
643,Madhubani,Harlakhi,MADHWAPUR,BALBA,6,Village Name,AKAHA,Shallow tubewell,Ground Water,Panchyat Bhw an Ke Pas,HandPump,SCHOOL T/W- MADHWAPUR(0006179891)
644,Madhubani,Harlakhi,MADHWAPUR,BALBA,7,Village Name,AKAHA,Shallow tubewell,Ground Water,Sarak Ke Kinare,HandPump,SCHOOL T/W- MADHWAPUR(0006179891)
645,Madhubani,Harlakhi,MADHWAPUR,BALBA,8,Village Name,AKAHA,Deep tubewell,Ground Water,Pannchyat Bhaw an Ke Pass,HandPump,Spot Source(0004057856)
646,Madhubani,Harlakhi,MADHWAPUR,BALBA,9,Village Name,AURA,Shallow tubewell,Ground Water,A,HandPump,PC MADHWAPUR(0006535370)
647,Madhubani,Harlakhi,MADHWAPUR,BALBA,10,Village Name,AURA,Shallow tubewell,Ground Water,P.S Aura,HandPump,SCHOOL T/W- MADHWAPUR(0006179891)
648,Madhubani,Harlakhi,MADHWAPUR,BALBA,11,Village Name,AURA,Deep tubewell,Ground Water,Non Mandatory,HandPump,Spot Source(0004058022)
649,Madhubani,Harlakhi,MADHWAPUR,BALBA,12,Village Name,BAIRWA,Shallow tubewell,Ground Water,Basisad Mahto S/O Lat Sitaram Mahto Ke Ghar Ke Pas,HandPump,MLA QOUTA- MADHWAPUR- 1(0006376823)
650,Madhubani,Harlakhi,MADHWAPUR,BALBA,13,Village Name,BAIRWA,Shallow tubewell,Ground Water,Bindeshw ar Sharma S/O Jhapsi Sharma Ke Ghar Ke Pas,HandPump,MLA QOUTA- MADHWAPUR- 1(0006376823)
651,Madhubani,Harlakhi,MADHWAPUR,BALBA,14,Village Name,BAIRWA,Shallow tubewell,Ground Water,Mishra Tola Pokhra Par,HandPump,MLA QUOTA- MADHWAPUR- 2(0005275005)
652,Madhubani,Harlakhi,MADHWAPUR,BALBA,15,Village Name,BAIRWA,Shallow tubewell,Ground Water,Surendar Yadav,HandPump,MLA QUOTA- MADHWAPUR- 2(0005275005)
653,Madhubani,Harlakhi,MADHWAPUR,BALBA,16,Village Name,BAIRWA,Shallow tubewell,Ground Water,C,HandPump,PC MADHWAPUR(0006535370)
654,Madhubani,Harlakhi,MADHWAPUR,BALBA,17,Village Name,BAIRWA,Shallow tubewell,Ground Water,B,HandPump,PC MADHWAPUR(0006535370)
655,Madhubani,Harlakhi,MADHWAPUR,BALBA,18,Village Name,BAIRWA,Shallow tubewell,Ground Water,A,HandPump,PC MADHWAPUR(0006535370)
656,Madhubani,Harlakhi,MADHWAPUR,BALBA,19,Village Name,BAIRWA,Deep tubewell,Ground Water,Mushari Me,HandPump,Rajendra Ram(0000046318)
657,Madhubani,Harlakhi,MADHWAPUR,BALBA,20,Village Name,BAIRWA,Shallow tubewell,Ground Water,N.P.S Bariw a Goth,HandPump,SCHOOL T/W- MADHWAPUR(0006179891)
658,Madhubani,Harlakhi,MADHWAPUR,BALBA,21,Village Name,BAIRWA,Shallow tubewell,Ground Water,B.S Baingra,HandPump,SCHOOL T/W- MADHWAPUR(0006179891)
659,Madhubani,Harlakhi,MADHWAPUR,BALBA,22,Village Name,BAIRWA,Shallow tubewell,Ground Water,P.S Bairw a Mushari,HandPump,SCHOOL T/W- MADHWAPUR(0006179891)
660,Madhubani,Harlakhi,MADHWAPUR,BALBA,23,Village Name,BAIRWA,Shallow tubewell,Ground Water,Riyasat Husain,HandPump,SUHTAIPNABLE NEW IN PLACE OF OLD T/W MADHWAPUR(0006351784)
661,Madhubani,Harlakhi,MADHWAPUR,BALBA,24,Village Name,LAXMIPUR,Deep tubewell,Ground Water,Mushari Me,HandPump,Basudeo Garen(0000046247)
662,Madhubani,Harlakhi,MADHWAPUR,BALBA,25,Village Name,LAXMIPUR,Shallow tubewell,Ground Water,Sadak Kinare,HandPump,NC/PC MADHWAPUR- 1(0005705390)
663,Madhubani,Harlakhi,MADHWAPUR,BALBA,26,Village Name,LAXMIPUR,Shallow tubewell,Ground Water,Road Side Me,HandPump,NC/PC MADHWAPUR- 1(0005705390)
664,Madhubani,Harlakhi,MADHWAPUR,BALBA,27,Village Name,LAXMIPUR,Shallow tubewell,Ground Water,Sadak Kinare,HandPump,NC/PC MADHWAPUR- 1(0005705390)
665,Madhubani,Harlakhi,MADHWAPUR,BALBA,28,Village Name,LAXMIPUR,Deep tubewell,Ground Water,Road Side Me,HandPump,Spot Source Scheme(0004738762)
666,Madhubani,Harlakhi,MADHWAPUR,BALBA,29,Village Name,LAXMIPUR,Deep tubewell,Ground Water,Non Mandatory,HandPump,Spot Source(0004058071)
667,Madhubani,Harlakhi,MADHWAPUR,BALBA,30,Village Name,BALBA,Shallow tubewell,Ground Water,Bisw anath Sah S/O Ram Khelaw an Sah Ke Ghar Ke Pas,HandPump,MLA QOUTA- MADHWAPUR- 1(0006376823)
668,Madhubani,Harlakhi,MADHWAPUR,BALBA,31,Village Name,BALBA,Shallow tubewell,Ground Water,Jibach Yadav S/O Sunnar Yadav Ke Ghar Ke Pas,HandPump,MLA QOUTA- MADHWAPUR- 1(0006376823)
669,Madhubani,Harlakhi,MADHWAPUR,BALBA,32,Village Name,BALBA,Shallow tubewell,Ground Water,Suresh Parsad Gupta S/O Lat Ram Charitar Parsad Gupta Ke Ghar Ke Pas,HandPump,MLA QOUTA- MADHWAPUR- 1(0006376823)
670,Madhubani,Harlakhi,MADHWAPUR,BALBA,33,Village Name,BALBA,Shallow tubewell,Ground Water,Mahesh Ray S/O Bhugesw ar Ray,HandPump,MLA QUOTA- MADHWAPUR- 2(0005275005)
671,Madhubani,Harlakhi,MADHWAPUR,BALBA,34,Village Name,BALBA,Shallow tubewell,Ground Water,Anil Ray S/O Mohan Ray,HandPump,MLA QUOTA- MADHWAPUR- 2(0005275005)
672,Madhubani,Harlakhi,MADHWAPUR,BALBA,35,Village Name,BALBA,Shallow tubewell,Ground Water,B,HandPump,PC MADHWAPUR(0006535370)
673,Madhubani,Harlakhi,MADHWAPUR,BALBA,36,Village Name,BALBA,Shallow tubewell,Ground Water,A,HandPump,PC MADHWAPUR(0006535370)
674,Madhubani,Harlakhi,MADHWAPUR,BALBA,37,Village Name,BALBA,Shallow tubewell,Ground Water,N.P.S Jamuna Pasw an Tol,HandPump,SCHOOL T/W- MADHWAPUR(0006179891)
675,Madhubani,Harlakhi,MADHWAPUR,BALBA,38,Village Name,BALBA,Shallow tubewell,Ground Water,N.P.S Balw a Kuti Tol,HandPump,SCHOOL T/W- MADHWAPUR(0006179891)
676,Madhubani,Harlakhi,MADHWAPUR,BALBA,39,Village Name,BALBA,Shallow tubewell,Ground Water,B.S Salempur,HandPump,SCHOOL T/W- MADHWAPUR(0006179891)
677,Madhubani,Harlakhi,MADHWAPUR,BALBA,40,Village Name,BALBA,Shallow tubewell,Ground Water,B.S Raima,HandPump,SCHOOL T/W- MADHWAPUR(0006179891)
678,Madhubani,Harlakhi,MADHWAPUR,BALBA,41,Village Name,BALBA,Shallow tubewell,Ground Water,P.S Balw a,HandPump,SCHOOL T/W- MADHWAPUR(0006179891)
679,Madhubani,Harlakhi,MADHWAPUR,BALBA,42,Village Name,BALBA,Shallow tubewell,Ground Water,N.P.S Usrahi Tol,HandPump,SCHOOL T/W- MADHWAPUR(0006179891)
680,Madhubani,Harlakhi,MADHWAPUR,BALBA,43,Village Name,BALBA,Deep tubewell,Ground Water,Non Mandatory,HandPump,Spot Source(0002684783)
681,Madhubani,Harlakhi,MADHWAPUR,BALBA,44,Village Name,BALBA,Deep tubewell,Ground Water,Non Mandatory,HandPump,Spot Sourse(0001980051)
682,Madhubani,Harlakhi,MADHWAPUR,BALBA,45,Village Name,BALBA,Shallow tubewell,Ground Water,Bavichta Khatw e,HandPump,SUHTAIPNABLE NEW IN PLACE OF OLD T/W MADHWAPUR(0006351784)
